Country,AgriLand,ChildrenPerWoman,DemocracyScore,Exports,FemaleParticipation,ForestArea,GDPpercapita,HealthSpendPerPerson,Hightotechnologyexports,Imports,IncomePerPerson,Incomeshareofrichest10pct,Infantmortality,Inflation,Internetusers,LifeExpectancy,LiteracyRateAdult,LIteracyRateYouth,Populationdensity,ElectricityPerPerson,Taxrevenue,Tradebalance,Trafficdeaths,Urbanpopulationgrowth,YearlyCO2emission
Afghanistan,58.19087336,7.671,-10,17.56274695,29.51428577,13500,0,2.679386285,0,28.35535173,2338.335943,0,146.2928571,13.21197502,0.892824482,27.448,0,0,12.893,0,5.225978688,-14.67929691,34.5282402,3.475407713,91.66666667
Albania,41.88564477,6.071,-9,18.86336079,71.5,7690,1154.008464,54.30811764,1.334567619,40.2454334,4803.168409,0,50.50714286,41.82338964,6.606670493,54.876,95.93863978,98.83120696,44.153,530.4848333,13.35086973,-21.38207261,12.34991932,0.532496904,374
Algeria,17.52979614,7.648,-5.916666667,29.99009356,29.18571445,15790,1705.202014,76.23031739,1.500884466,29.36568613,7347.024556,32.67,82.31333333,12.51712539,3.826979825,42.678,0,0,3.838,241.4186742,45.25581817,1.320798101,18.18716621,3.022832724,3894
AmericanSamoa,20.83333333,0,0,0,0,180,0,0,0,0,13799.49386,0,0,0,0,0,0,0,98.116,0,0,0,0,1.900174557,0
Andorra,44.5035461,0,0,0,0,160,17383.86258,1433.020707,17.06003868,0,49618.60246,0,4.05,7.372056412,27.23584776,0,0,0,15.485,0,0,0,12.65543461,0.542072112,513.3333333
Angola,46.06761851,6.98,-4.111111111,70.32448792,78.4857145,597280,376.8935259,41.61213011,0,54.82159221,10561.83082,44.74,129.53,1022.529697,1.292659027,29.804,0,0,3.446,73.49641636,0,15.15239734,68.28264618,4.462704179,311.6666667
Anguilla,0,0,0,0,0,0,0,0,0,0,11038.55257,0,0,0,0,0,95.40709812,99.11373708,59.758,0,0,0,0,0,45.22222222
AntiguaandBarbuda,27.65151515,4.496,0,70.07670997,0,100,9070.635111,301.9265977,0.092391158,80.7752112,7661.639427,0,13.55,6.759186766,27.15930476,58.284,0,0,112.91,0,0,-12.33741425,7.480210304,-1.391479857,329.7179487
Argentina,47.61655503,3.157,-9,10.68503864,47.97142846,318610,6958.908595,337.4737866,7.926679473,9.101638481,17733.94516,35.285,65,139.0733577,10.26658765,62.32,93.91285971,96.88254343,6.425,428.3138045,14.19743288,1.346400958,11.4181445,1.086154641,36127.66667
Armenia,49.51544944,4.492,-9,26.24359333,83.11428506,3040,806.6710134,23.76120382,2.45954213,50.74939783,4217.465954,35.22,38.55,119.8649039,3.126012874,62.602,0,0,47.648,547.3746067,15.65908219,-24.5058045,11.5320797,-2.191428816,3864.666667
Aruba,11.11111111,5.695,0,120.5732437,0,4,18178.42694,0,0,141.8482294,8195.001555,0,0,4.323309122,18.8528014,60.01,97.29125212,99.02641305,216.478,0,0,-21.27498559,0,-1.268615595,1821.111111
Australia,60.62209017,3.181,10,15.94591555,64.35714286,1549200,16225.38986,1771.000618,11.54388566,16.33323316,30118.78691,0,24.2,5.43018143,30.88848317,69.12,0,0,1.112,1890.414982,23.76498065,-0.75664864,24.82943,0.96517495,60250.66667
Austria,43.405094,2.061,10,36.1454919,67.47142791,38380,16874.17662,2659.737802,11.17628571,35.02288522,18411.22948,23.04538597,52,3.325248576,33.70645887,66.8,0,0,82.633,1210.258098,19.89441673,0.100567224,21.36402677,-0.161369129,22091.66667
Azerbaijan,56.05581337,5.505,-9,53.86519494,82.9714301,9360,1026.579299,16.80687682,2.479389862,48.94115273,4322.023901,0,56.75,228.0577871,5.862177514,57.754,0,0,35.158,1296.938435,15.85377533,4.92404222,9.489263606,0.502875099,40742.53333
Bahamas,1.148851149,4.021,0,52.45768241,77.18571472,5150,17525.72536,584.4697647,2.269428499,53.37738698,14695.80152,0,22.62307692,3.250227379,15.82173767,59.824,0,0,5.867,0,14.7260195,-0.902307169,22.00443649,1.500453764,77
Bahrain,11.73385793,6.973,-9.2,95.81428769,33.87142863,4.6,11552.4509,420.1869333,1.501811775,83.86824126,19734.16953,0,47.1,4.753171471,20.10141682,42.459,0,0,172.287,4649.399854,4.903385928,11.94604643,12.43672228,1.803286579,1287
Bangladesh,74.41102661,6.331,0.3,9.303097598,62.38571385,14680,305.4721453,32.84658365,0.168514829,16.13655084,1368.488343,24.91,225.4,2.796790376,0.923358586,43.376,0,0,279.223,23.39367556,8.464810448,-6.780100341,17.75008774,2.738682722,19525
Barbados,44.18604651,4.429,0,57.89487383,81.92857143,80,7216.042595,453.2519704,15.73404533,62.9221698,7164.528737,0,145,5.046145965,30.16578564,56.95,0,0,510.667,0,33.15248161,-6.117288839,12.862216,-1.499674503,88
Belarus,45.20675219,2.595,-9,60.73419489,91.52857099,82730,1537.911394,118.1910966,3.036504492,64.71436011,4831.544286,21.71,11.91111111,271.396524,8.362749461,65.692,0,0,37.143,530.6711478,19.91854176,-3.980165217,18.07446678,-0.420694163,64387.4
Belgium,45.75077058,2.327,10,62.15177981,64.01428604,6670,16396.01095,2324.149193,8.88487011,58.98831615,16686.21025,28.06096746,45,3.580381171,30.22596694,68,0,0,285.316,1396.271327,26.12881195,1.26322664,19.39300917,0.113153613,83541.33333
Belize,5.016074821,6.66,0,55.63628576,35.0714283,14890,2176.019598,90.45181153,0.02113616,64.0117827,3515.530436,0,34.16,3.384964741,5.755797533,55.644,0,0,3.191,0,19.74076545,-8.350743901,42.74856186,0.906903102,25.66666667
Benin,21.36970409,5.829,-1,13.78378887,55.69999967,50610,308.0195342,11.0225693,0.081484321,26.36124548,2125.5044,0,202.9,4.542101583,0.814870479,33.467,27.24525033,39.87661252,20.107,17.63368122,16.79890514,-13.16667777,25.50226974,3.757238985,1037.666667
Bermuda,18.33333333,0,0,26.34129685,0,10,41631.64715,0,0,36.13927456,33933.59479,0,0,6.819757294,51.02341563,0,0,0,724.981,0,0,-9.797977707,0,-0.735297431,106.3333333
Bhutan,10.55059835,6.67,-10,28.62328052,30.34285736,31410,630.9907071,43.99881312,0.125439808,52.33781577,1394.793827,0,105.7230769,6.378843728,3.369309548,29.331,0,0,3.836,0,7.950942685,-20.87231055,17.9458847,3.002660274,184.0666667
Bolivia,31.53689344,6.748,-4,25.26852415,58.80000087,600910,988.5131275,38.48795998,19.72303012,27.3097495,5354.652694,0,98.21428571,130.4607426,4.64469234,40.274,77.96600985,92.19019711,2.571,116.3144369,15.0163488,-2.041225344,19.60947037,2.301222343,513.3333333
BosniaandHerzegovina,42.34901961,4.875,-7,31.40396935,83.71428571,21850,1601.685372,133.8706929,3.013773716,78.69141101,1947.06639,27.41,23.54,5.465613727,12.80676448,53.165,96.66309845,99.79393031,54.283,807.4510991,19.995827,-47.27023881,3.761750937,-4.702780753,17678.46667
Botswana,45.79649921,6.492,6.818181818,47.16643289,55.57142857,125350,1791.820337,228.3344542,0.497896847,49.66415415,1702.482281,0,66.41333333,10.37606889,3.153752526,47.451,0,0,0.752,169.4066788,21.46588053,-4.141858866,26.70654106,2.642020662,2433.2
Brazil,27.17218399,6.149,5,9.805902493,49.7714277,5459430,3030.215759,168.8510596,10.61956686,9.00926291,4217.88871,46.7075,69.40666667,178.8582339,11.24761857,50.763,84.90186763,93.19646803,6.744,307.820044,14.08522187,0.585452383,19.20551167,1.274442514,24959
BritishVirginIslands,0,0,0,0,0,0,0,0,0,0,4487.886038,0,20,0,0,0,0,0,49.987,0,0,0,0,0,44.30555556
Brunei,2.75142315,7.074,0,74.18211695,54.34285791,3970,21482.62027,577.0758272,6.046940029,33.3850131,73360.07212,0,14.89,16.28974864,22.00380965,57.54,0,0,9.381,1258.07373,0,40.79710385,16.59905243,2.442272554,322.6666667
Bulgaria,53.41040315,2.552,-7,48.56463305,86.82857295,33750,1715.301885,130.0654579,4.336613325,52.81248107,4888.573296,0,98,24.87837341,15.90808776,59.6,0,0,66.038,1027.905354,19.73881829,-4.24784643,11.48995045,-0.653184442,9438
BurkinaFaso,34.42830166,6.089,-4.846153846,8.522267546,83.29999978,62480,172.6799944,10.64613718,5.340215231,22.89189745,1086.510483,0,176.2,3.847992832,0.349583993,30.707,12.84816893,19.41415165,15.956,0,12.18425259,-14.67465508,33.69688034,3.587480697,558.7435897
Burundi,80.53284008,6.798,-3.583333333,9.791792492,95.60000065,1980,144.2340581,3.781681628,4.472863438,20.20352517,678.5929174,26.59,112.7857143,12.84498257,0.2474225,38.881,73.12574578,81.1082129,91.641,0,14.28089027,-9.606998705,43.82777786,2.806263958,185.7777778
Cambodia,21.86390588,6.946,-3.5,37.98366338,84.17142814,115460,362.5250825,8.288504245,0.104734986,41.80482507,1761.781752,34.87,76.9,4.345153809,0.285819761,40.161,75.59824875,85.42712108,25.165,25.91406673,9.336230691,-7.261492866,22.96832657,-17.43487241,1096.333333
Cameroon,18.56458858,5.49,-6.076923077,24.49338356,64.38571494,221160,583.837073,8.730404863,1.794246638,23.99142306,2345.33531,38.68,109.5333333,6.366266078,1.542731831,38.358,54.81268528,75.95765932,9.747,26.93962508,9.753700886,-0.204829022,29.70799255,3.390887392,282.3333333
Canada,7.485814975,3.617,10,29.35390503,73.02857099,3101340,17640.20127,2038.784625,14.3227372,26.65794024,22734.32225,24.78585623,37.1,4.486485447,40.27025797,68.75,0,0,1.456,3360.541965,14.13876212,1.743053299,20.83004,1.143225657,159536.6667
CaymanIslands,8.333333333,0,0,0,0,130,0,0,0,0,19426.42493,0,0,0,61,0,0,0,23.663,0,0,0,0,1.027086527,209.7857143
CentralAfricanRepublic,8.009754192,5.491,-4.153846154,0,74.69999913,229030,0,0,0.176911497,30.17252533,2142.621425,0,0,0,0,33.233,42.13479552,54.50468963,0,0,6.214223404,-9.44110571,40.31264496,0,0
Chad,38.36554704,6.09,-5.076923077,21.55272736,58.50000082,123170,210.8622174,5.883628815,0,28.87418682,2357.331854,0,102.8166667,7.66231537,0.528875728,35.932,27.01782429,39.61523737,1.962,0,0,-7.949388834,35.50316238,2.785179169,178.2564103
ChannelIslands,42.10526316,2.042,0,0,0,8,42608.26284,0,0,0,0,0,0,3.844944464,0,69.09,0,0,531.354,0,0,0,0,-0.827163251,0
Chile,21.12109352,4.884,2,25.71445173,43.92857252,158340,3331.937382,203.6419837,3.868834788,24.25715951,7879.957578,44.51,138.2,42.38031365,16.55958693,54.669,96.47007241,98.79077329,8.355,301.7561668,17.80705408,1.160943143,12.788665,1.270072293,10615
China,50.03155988,5.973,-8,17.48507578,85.7857132,1770000,528.6101713,33.44500659,18.69326455,16.04999866,1184.03034,0,50.775,4.497511776,7.946294135,40.405,90.92021038,98.85873002,60.278,85.96111445,6.780145136,1.435077121,20.96404076,1.837636078,128315
Colombia,39.87652096,6.759,-5,15.33337275,62.89999935,615090,2063.071206,172.7237624,6.35277707,15.77558236,4288.230192,45.08,111,18.93991783,9.314060267,50.157,92.46303826,97.65852742,11.149,306.07036,11.42407461,-0.336166542,15.35144758,1.849925867,8642.333333
Comoros,66.53225806,5.934,0,14.72848306,72.7285723,80,387.4837568,13.21327058,0.22213077,43.28456955,2205.981871,55.19,100.6166667,2.176383018,1.533022595,40.553,58.20423375,70.94938792,88.306,0,0,-28.5560865,18.19371986,2.355144172,55.56410257
CookIslands,0,0,0,0,0,0,0,282.2686805,0,0,0,0,125.2,0,0,0,0,0,66.263,0,0,0,8.616690636,0,29.7
CostaRica,40.20923097,6.677,10,34.40949973,44.57142857,23760,3143.028978,258.0176378,32.7644284,37.71910951,5254.018942,34.905,35.33,12.65131062,11.94494602,56.971,93.74861454,97.38144492,20.064,606.7536833,15.72456601,-4.309124961,17.14422464,2.337161378,388.6666667
Coted'Ivoire,57.1163522,6.736,-6.230769231,39.26226567,47.78571483,103280,716.0120048,11.33427016,7.463669342,31.82705808,2777.189463,28.46,131.2933333,7.026079703,0.747288466,31.858,41.44002018,54.61606555,8.662,47.06997455,15.3768237,7.048844623,62.63657379,3.008103759,5017.128205
Croatia,28.50072907,2.797,-7,44.44154695,75.17142704,18850,5432.3951,546.1476519,8.636873331,48.17914431,6238.47304,19.42,16.04,122.6363915,22.26486616,61.024,0,0,68.993,1228.467378,21.08847887,-3.818211368,14.249768,-3.567269782,20203.33333
Cuba,56.6795696,4.218,0,24.52905474,55.04285703,24350,2881.154907,250.4935075,16.62867826,31.19998576,11173.07756,0,38,1.976587365,5.480279077,59.107,0,0,55.723,297.8867456,0,-6.670931024,12.910018,-0.117926851,6288.333333
Cyprus,18.81313131,3.727,8.615384615,49.61629762,60.94285638,1720,10562.85391,487.8262289,10.02600961,57.94964459,6310.882375,0,10.54,5.999121489,18.42375967,66.518,94.3624702,99.62139416,54.765,888.5936021,41.79559887,-8.333346967,13.647245,1.492419698,315.3333333
CzechRepublic,55.23052544,2.711,-7,0,84.68571472,26370,0,0,10.69192015,63.46998231,13752.2805,20.165,0,0,0,66.87,0,0,0,981.4229056,15.599102,-0.668298467,10.6928146,0,0
Denmark,66.73812134,2.535,10,36.74864478,84.44285693,4860,22012.89317,3410.736777,17.08309496,35.37520108,18071.33163,0,27.9,5.187788822,42.24171775,70.78,0,0,100.823,1784.867825,32.1352274,1.032044789,10.01406,0.096858234,22920.33333
Djibouti,60.97929249,6.306,-3.875,38.77377364,70.95714351,60,860.6400104,33.21649415,0,57.93477586,5339.058949,27.84,92.21,4.393596772,0.816745986,40.853,0,0,2.803,0,0,-19.16100222,34.83585358,1.851834895,25.66666667
Dominica,25.77777778,0,0,41.34980137,0,470,4145.903427,166.2659969,4.350242473,65.09006515,4487.703174,0,27.10714286,8.252953064,20.36499386,0,0,0,69.638,0,0,-24.10007068,6.593111038,-0.608138375,7.333333333
DominicanRepublic,51.56767384,7.589,-9,0,42.09999984,19720,0,0,3.203416974,33.80843087,2795.434275,39.95333333,0,0,0,45.551,0,0,0,355.7391603,13.91106888,-5.895829469,49.18263245,0,0
EastGermany,0,0,-8,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,11.29475,0,189548.3333
Ecuador,25.0035578,6.706,2,26.70159708,41.02857099,118410,1226.037221,43.33071278,4.888617895,27.06939412,7044.221435,0,64.77333333,5.080912833,5.037582097,48.065,0,0,12.579,184.5828661,25.20223488,-1.125445827,15.46362114,2.45099203,894.6666667
Egypt,2.922296449,6.619,-7,22.01093575,25.11428561,590,1001.789866,29.32369244,0.625556149,28.86842368,2837.64489,27.19,102.18,10.05346015,5.965849542,40.579,46.89188063,62.12492662,22.575,240.6943069,16.27491985,-7.049166588,0,1.492132114,10904.66667
ElSalvador,67.24760346,6.265,-6,25.53102201,55.28571374,3320,1911.301049,89.2079404,5.019166212,33.33918765,6096.605801,39.43,68.04666667,5.455343328,3.635946713,44.627,79.30676893,89.95603307,108.288,153.4194497,12.65604925,-8.213955442,36.22414017,1.236373388,388.6666667
EquatorialGuinea,11.76470588,5.502,-5.454545455,56.21080093,43.31428582,17430,3237.399062,140.4874266,0,60.07943349,751.2862462,0,83.6,19.19999759,0.932094983,34.333,88.30830111,97.13136729,8.298,0,0,-3.958247561,40.30931854,-3.822820989,11
Eritrea,74.10891089,6.962,-6.5,13.19720442,58.8857144,15760,167.7889085,4.097317115,0,60.00597968,657.8811142,0,75.45,18.7334616,1.339434402,35.747,0,0,10.08,15.00215295,0,-46.80877526,21.64807129,1.053748875,535.3333333
EritreaandEthiopia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Estonia,23.78862939,2.068,-9,72.6491803,85.64285714,22430,4864.360759,386.1488799,14.54393253,74.24182807,8057.970808,24.84333333,14.93,9.678676434,31.20551765,65.085,99.76719592,99.77050199,24.973,1069.839585,17.24663806,-3.977706849,16.767666,-2.148834689,18723.46667
Ethiopia,32.194,7.201,-9,9.186843239,70.38571494,137050,135.2034935,3.793129938,6.359445468,19.39078818,724.2925592,25.43,113.0307692,8.178176068,0.155575434,33.833,35.9,49.9,17.342,7.084737831,8.139972284,-10.20394494,28.66166496,3.50169688,99
FaeroeIslands,2.158273381,0,0,0,0,1,23224.09863,0,1.272619516,0,0,0,0,0,44.33469466,0,0,0,22.337,0,0,0,0,-1.815013209,55
FalklandIslands(Malvinas),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.184,0,0,0,0,0,253
Fiji,18.68272213,6.59,5,51.39904541,35.77142852,9800,1726.638381,87.63823696,3.526131776,54.91126137,3343.012818,0,78,5.561939746,5.49355884,51.947,0,0,16.68,0,21.66438839,-4.533943144,3.965080738,1.012110018,157.6666667
Finland,8.101385751,3.06,10,30.55125569,84.58571407,224590,16713.96049,2010.929596,16.05962663,28.07770107,12849.03814,22.57448845,33,6.078786553,42.39426638,66.55,0,0,12.11,2119.844346,22.63481274,1.747282331,7.923275,0.464981914,8664.333333
France,57.03686151,2.756,10,21.29808045,73.50000055,153530,16103.60783,2656.67967,19.59874443,20.73027645,15101.81735,0,41.3,4.764758874,24.53423329,67.41,0,0,76.752,1342.344566,21.75882846,0.036903524,9.060669,0.546056291,227186.6667
FrenchGuiana,0,5.011,0,0,67.81428637,0,0,0,0,0,5706.512716,0,0,0,0,53.048,0,0,0.299,0,0,0,0,0,11
FrenchPolynesia,11.97632058,6.009,0,3.507315587,58.2714277,1050,11839.28745,0,12.33101172,25.01039261,15318.89424,0,0,5.06878546,14.55064323,48.281,0,0,16.084,0,0,-21.50307703,0,1.074354827,402.0238095
Gabon,20.05957232,3.969,-6.769230769,56.33931023,73.01428659,220000,4297.650153,72.92989755,15.91309077,39.48488575,8586.95295,0,51.7,13.47125834,2.601302605,36.79,83.80069,96.6865,1.758,358.1667897,0,15.14916883,29.35261154,2.409952754,2956.461538
Gambia,59.71666667,5.271,3,35.90137408,74.07143075,4610,589.0725809,8.639391273,5.530408521,57.83641005,970.4613181,0,97.00666667,5.322642476,2.786326439,30.129,36.81772659,52.55501678,24.561,0,0,-13.02992978,25.88965797,4.061336426,11
Georgia,41.1541229,3.011,-9,29.11743158,77.08571516,27680,1277.198497,19.90708918,13.35094176,48.57318592,3479.868593,27.93,26.56666667,125.43418,3.666237829,60.445,0,0,52.316,548.9601972,13.79618155,-19.45575416,8.842691358,-2.969904632,6899.2
Germany,51.72228608,2.111,10,27.10579467,68.5142855,110760,19119.37033,2689.50061,14.65517408,27.07726297,14288.22879,22.06920984,11.65384615,2.41794347,35.36980395,67.332,0,0,193.508,1232.752559,11.40228669,0.020285276,9.63529625,-0.382229524,611486.3333
Ghana,56.67501685,6.422,-2.076923077,22.81643117,84.52857208,60940,258.8783398,18.35883934,1.47718781,30.48396562,1822.597874,28.665,143.4,24.88916267,1.536515441,41.917,57.89747287,70.66306259,21.923,66.77974831,15.47223831,-7.254924983,24.61300278,2.694924222,869
Gibraltar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3461.5,997.5173006,0,0,0,0,73.33333333
Greece,69.44336695,2.291,4,18.26662171,54.31428528,36010,9056.150497,1013.073375,7.607484824,27.17533665,6538.624264,26.04365412,48,9.831747817,14.12361906,65.617,0,0,58.549,775.2055686,20.63466512,-9.65797159,16.36871091,0.470642414,4803.333333
Greenland,0.65893892,5.96,0,0,0,2,16295.93952,0,14.3616385,0,11041.80605,0,0,2.897750852,38.42115152,0,0,0,0.011,0,0,0,0,-0.07043137,106.3333333
Grenada,46.56862745,5.686,0,39.6747412,0,170,4050.495861,159.0768673,10.4122753,62.18997107,2763.651376,0,13.66666667,7.61553503,9.422512311,56.078,0,0,224.192,0,21.71609024,-22.81172091,3.693677187,-1.189109585,11
Guadeloupe,0,5.609,0,0,74.19999967,0,0,0,0,0,5056.530212,0,0,0,0,52.94,0,0,127.467,0,0,0,0,0,66
Guam,34.72222222,5.493,0,0,60.29999978,260,0,0,0,0,0,0,0,0,25.51243098,56.879,0,0,111.235,0,0,0,0,1.278763575,0
Guatemala,34.64601219,7.045,2,19.30486356,33.45714324,42080,1465.563442,41.81436564,7.153086625,24.57749832,4856.475539,44.49,77.05,6.351316664,3.532966944,41.845,0,0,30.615,100.439509,9.947027392,-5.785397885,7.637175333,2.798013778,645.3333333
Guernsey,0,0,0,0,0,0,0,0,0,0,19173.93639,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Guinea,57.58349612,5.993,-5.923076923,25.83747753,89.38571276,69040,359.6680031,4.120333155,0.140419991,28.96889564,1020.392985,0,140.9538462,15.07356657,0.3815483,32.946,20.55374866,27.71638722,12.939,0,0,-3.739223448,34.41266632,2.431413913,979.2820513
GuineaBissau,51.89663347,7.589,-2.333333333,11.92000808,59.31428637,21200,169.7837323,4.08700713,3.933057458,42.67262548,811.8013011,0,102.4909091,27.27077844,1.464378028,47.91935714,41.3577676,59.49284785,14.877,0,0,-30.7526174,30.98948479,0.969189364,11
Guyana,8.166927986,5.579,1.090909091,77.27465968,45.25714329,152050,805.3442498,69.78489972,0.800485903,83.84955007,5492.212945,0,98.1,8.607503024,8.29244856,57.161,0,0,2.043,0,0,-8.953444673,29.0024929,-1.21178064,337.3333333
Haiti,59.36441703,6.299,-5,11.93596154,49.41428593,1090,418.045341,7.322736682,5.945330015,35.09563335,3680.733879,0,124.3266667,15.26824668,3.310004219,37.26,0,0,120.071,16.89266129,0,-23.15967181,8.17910099,2.008857083,146.6666667
HolySee,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009.091,0,0,0,0,0,0
Honduras,28.44534811,7.496,-3,37.31959439,45.15714264,63920,1044.749158,46.32307909,1.730701557,43.6082427,4389.852407,41.95,70.95333333,9.973775628,4.111891811,41.519,0,0,13.991,133.8314182,15.31319104,-7.513899312,14.56089497,3.159059438,359.3333333
HongKongChina,0,0,0,0,0,0,18654.46133,0,0,0,6108.842419,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hungary,71.40153502,2.722,-7,45.17977807,73.95714242,19070,3562.209352,467.5256647,17.76708159,44.15299506,10527.34763,24.14,70,8.846423599,18.33502528,64.03,98.94412763,99.18659282,103.135,711.7794298,22.5410694,-0.859146487,13.369024,-0.455933193,27232.33333
Iceland,22.7680798,3.822,0,35.17541403,83.64285823,180,22833.93677,3051.343377,19.83018963,38.02166458,14535.37686,0,22.9,17.27983571,46.81775106,72.49,0,0,1.437,1967.228905,25.39799987,-2.380257666,7.507259369,0.708057071,777.3333333
India,60.56623245,5.902,9,9.097835449,40.94285747,653900,321.8687473,6.771163003,5.669852153,10.49434702,1176.296864,0,106.0266667,7.520392646,1.386022845,35.843,0,0,117.065,46.27803752,9.694169248,-1.56562327,20.98031998,2.18100408,73546
Indonesia,23.25524269,5.463,0,25.61708758,55.12857165,994090,519.5693969,12.28272613,11.1402042,21.39553619,1499.363309,0,188.5,31.61998357,2.874988279,37.802,83.29658733,94.53421743,40.565,82.08380041,13.79305931,3.408236509,24.69155693,2.728893119,12730.66667
Iran,36.98392231,6.908,-1,20.30455246,27.19999995,110750,1627.218584,78.95609443,1.236179227,20.76813065,5445.688952,0,78.87214286,17.44679135,4.670004025,40.294,64.86580732,82.71262112,11.014,327.0811598,7.208246928,-0.463578199,59.52505112,1.592516264,4095.666667
Iraq,21.50315141,7.437,-4,0,16.11428574,8180,839.6018162,41.35473864,0,0,7714.621131,0,213.5,27.61499047,0.939245376,37.217,74.05220113,84.79680343,13.9,318.9452756,0,0,117.9309311,2.300182861,1961.666667
Ireland,74.38912276,3.409,10,58.58747916,49.21428626,6350,16777.23287,2202.634277,38.8846185,55.33116628,10420.56066,27.23060286,42.1,-0.072072576,24.32161529,67.2,0,0,41.606,1133.877434,25.12294678,1.020933395,5.85982,-0.204680343,9628.666667
IsleofMan,63.74269006,0,0,0,0,30,15249.67485,0,0,0,11305.20221,0,0,3.995422944,0,0,0,0,95.991,0,0,0,0,-0.435322531,0
Israel,25.07316698,4.322,10,34.58231367,60.81428582,1530,13925.7218,1011.19235,16.68912494,42.87914325,8173.044257,0,43,51.26920971,20.32354911,65.128,0,0,65.547,1362.065926,26.90559937,-10.08916466,9.125408375,1.585245765,3663
Italy,57.74200372,2.366,10,20.87633634,53.54285649,83690,13818.15952,1730.885277,7.929261459,19.92262465,9862.808311,26.80495528,61,7.176248587,20.41767518,65.94,0,0,156.551,715.2513002,22.58551219,0.309184525,10.84834,0.018369716,50684.33333
Jamaica,45.28316405,4.128,9.692307692,42.53993938,83.92857143,3410,3188.923399,105.8468581,0.157556654,49.65343199,5797.061761,33.86333333,87.4,17.28756436,9.420944475,58.082,0,0,133.571,242.6193468,25.7243914,-7.683654058,14.00629807,0.411676746,564.6666667
Japan,15.96814487,3.096,10,11.87058878,63.5,248760,26269.22245,2352.635323,24.04237691,10.71832912,6433.912694,0,49.9,2.378311888,34.11010272,63.03,0,0,225.405,1225.627934,9.22614327,1.112572921,4.584348,0.334654417,130529.6667
Jersey,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jordan,12.28373376,7.39,-1,45.53111062,16.21428571,980,1884.925372,117.8130295,2.980826582,78.42692239,3093.815615,34.93,165.2,4.16513555,9.353946055,46.064,0,0,6.083,332.9528874,20.3537244,-33.09638037,27.1492939,2.500457457,194.3333333
Kazakhstan,78.17520465,4.385,-9,55.12530817,88.42857143,33650,1564.530102,80.37259117,9.868502513,48.29720932,7021.849046,23.405,40.4,313.122111,3.587107726,54.859,0,0,2.584,393.465224,12.26368906,6.828098855,16.820944,-1.583250719,186256.4
Kenya,45.89029061,7.45,-2.416666667,27.31103152,82.5,35820,384.9764277,9.334575478,3.370148614,31.78959615,1707.081838,47.87,169.6,11.51512049,3.005106718,42.074,82.22907531,92.52817587,11.049,29.19083488,17.36687985,-4.191167535,31.48476219,4.216679357,1591.333333
Kiribati,46.39917696,6.02,0,24.69623953,0,120,883.1166296,98.29687499,0,74.92580263,5380.922998,0,68.32142857,4.179272307,4.095075158,43.289,0,0,37.408,0,0,-50.22956268,5.257735729,1.671732696,29.33333333
Kuwait,7.884399551,7.209,-8.166666667,61.00433255,43.81428528,50,22265.07036,593.3613199,1.319532958,33.48685164,216764.7057,0,32.64285714,10.14501122,18.12854253,52.898,80.71193207,88.80939374,9.782,5481.484502,0.810753674,27.46586998,35.2272789,-10.46238357,32739.92857
Kyrgyzstan,55.20333681,4.479,-9,0,80.64285714,8580,0,0,10.64088983,59.10991653,3520.150234,23.595,0,0,0,52.598,0,0,0,429.6951936,13.61559335,-17.94917746,15.9566132,0,0
Latvia,30.41968162,2.004,-9,51.03556079,88.71428462,32410,3346.763953,253.9292295,5.250538956,58.4057008,6198.819828,23.8,16.81,88.2402611,27.35130731,61.852,99.74656994,99.7502644,30.422,587.676385,14.22221831,-7.370140009,25.07981,-1.521512891,8798.533333
Lebanon,60.34538938,5.741,2,16.57792286,31.54285703,1310,4817.647137,176.6964051,2.401492785,52.43855968,7989.893702,0,33.42,27.27864283,9.905727669,60.261,0,0,144.201,932.3097727,14.60905224,-35.86063682,44.47524643,0.902293295,1133
Lesotho,78.06598595,5.837,-0.636363636,26.34791888,75.17143031,420,282.6233741,25.1749618,0.182069445,104.4592819,597.6924241,0,179.2,11.5899206,1.492544087,41.864,86.25443487,90.92690279,24.868,0,46.39823899,-79.23498056,17.26665115,2.982737418,0
Liberia,26.6905454,6.264,-6,57.04936993,59.32857132,46290,457.7958874,4.552032037,0,60.94569403,1151.145992,0,216.4705951,3.892914052,0.19290463,33.02,43.44244808,59.4234118,8.448,0,0.318976728,-8.296041803,34.08774567,-0.978467138,55
Libya,8.323908522,7.25,-7,45.10249239,23.89999962,2170,7008.959842,168.3507729,0,24.88787494,4775.09612,0,60.27857143,26.25119931,4.239960261,36.538,73.14033167,94.48668532,0.596,639.8564357,0,20.21461745,24.51953506,1.909570785,165
