Country,Year,AgriLand,ChildrenPerWoman,DemocracyScore,Exports,FemaleParticipation,ForestArea,GDPpercapita,HealthSpendPerPerson,Hightotechnologyexports,Imports,IncomePerPerson,Incomeshareofrichest10pct,Infantmortality,Inflation,Internetusers,LifeExpectancy,LiteracyRateAdult,LIteracyRateYouth,Populationdensity,ElectricityPerPerson,Taxrevenue,Tradebalance,Trafficdeaths,Urbanpopulationgrowth,YearlyCO2emission
NewZealand,1956,58.16781233750001,3.47462,10.0,29.149347037000002,66.74285725285715,82660.0,12535.62593625,1427.0703563,7.387477161,28.948084377999997,24373.40551,0.0,24.8,5.462333242875,37.915776148,70.74,0.0,0.0,8.068999999999999,2523.0481875384617,29.74307957,0.20126265789999992,16.18586,0.28226857899999996,9683.666667
Nicaragua,1956,34.68990637666667,7.497000000000001,-8.0,24.305985829166662,45.871427807142865,38140.0,1266.9735516076921,39.480322852499995,3.1900204122500004,42.34653194846154,6577.7788740000005,0.0,139.3,1148.1430331195,2.17124359675,44.474,0.0,0.0,11.974,118.551849064,15.880028801999998,-17.015539062384615,16.76382446,1.7032481130000001,377.6666667
Niger,1956,26.820873135833335,6.9479999999999995,-2.8461538461538463,17.00899173972727,44.999999454285714,13280.0,232.9555943,4.801736345,9.0220062725,22.6966993265,1641.45409,29.44,115.61666666666666,4.8567957543333335,0.23180858324999998,35.188,0.0,0.0,2.298,0.0,0.0,-6.513422676083334,39.79191589,3.749509179,608.3846154123078
Nigeria,1956,78.58698317583334,6.354,-0.9230769230769231,28.89401164425,47.64285768857143,131370.0,360.8684415846154,15.914126444999999,0.8917008456666666,22.957973914615387,1082.520384,34.870000000000005,130.31428571428572,21.835077625583335,4.30476285725,35.368,51.07765836,66.38354494,45.818000000000005,42.895426203,0.2547159225,4.3442240714615385,29.38738823,3.868583932,3014.0
Niue,1956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,878.515750325,0.0,0.0,0.0,0.0,22.4125,0.0,0.0,0.0,0.0,0.0,18.085,0.0,0.0,0.0,7.569135189,0.0,3.6666666670000003
NorthKorea,1956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.07142857142857,0.0,0.0,0.0,0.0,0.0,81.559,0.0,0.0,0.0,0.0,0.624121586,8972.333333
NorthernMarianaIslands,1956,7.065217391,0.0,0.0,0.0,0.0,320.0,0.0,0.0,0.0,0.0,4881.514974000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.162,0.0,0.0,0.0,0.0,-2.457878906,0.0
Norway,1956,3.2650877668333336,2.86,10.0,39.8693366775,78.55714307428572,93010.0,25249.831374615387,4130.46422525,14.600708411666666,34.07947427615385,10399.981829999999,23.37598781,20.5,6.885598657750001,48.172540882199996,73.49,0.0,0.0,8.979,5757.277377615385,27.835943236666665,5.511996348923076,8.810077,0.49745166399999996,11964.33333
Oman,1956,3.8010231556666674,7.251,-6.0,55.350581080909095,24.78571401428572,20.0,5928.957398115385,258.566872175,3.0024215,35.464677109090914,2155.839893,0.0,74.64285714285714,11.148731509083333,7.56981839675,39.232,86.62114302,97.62982154,1.652,1025.815259523,7.230196331333334,19.885903971818184,13.51552677,0.182733654,13060.666667441665
Pakistan,1956,33.21961048833333,6.6,8.0,13.183442037090908,15.228571347142857,21160.0,392.9992674769231,4.73676225,0.6796448034000001,19.51644374909091,733.7974462000001,0.0,214.7,10.054376378666666,4.389104238333333,42.357,55.52636700000001,71.11291,52.724,92.90998136340001,11.408526698,-6.333001710454545,15.00751495,2.548867746,73934.300009
Palau,1956,10.86956522,0.0,0.0,43.444153001400004,0.0,400.0,6384.075468600001,607.7751757,0.0,81.598543398,12477.03135,0.0,22.009999999999998,4.7014592626,26.97033263,0.0,91.92141563,94.27577853,18.573,0.0,0.0,-38.770649546,8.075592041,0.490805295,148.86666666000002
Panama,1956,26.634382567499998,5.867999999999999,4.0,81.17576048,50.914284842857136,33690.0,3236.3302196153845,240.0168799,1.8458417894999999,74.1047665075,2750.551149,42.69666666666666,74.4,6.16815344675,12.93391438575,58.696999999999996,89.98567596500001,96.09302399,13.317,313.3748138699999,11.487309119999999,6.564777393249999,16.396532,2.715571345,634.3333332999999
PapuaNewGuinea,1956,1.8327960075833334,6.254,4.0,46.3492179575,78.67142922571429,301330.0,628.8163140153846,27.399164735,39.94315536,48.82452800833334,1057.259076,40.86,148.3,6.673486315999999,0.8738072742499999,36.385,57.3432559,66.67899393,3.992,0.0,19.907769239999997,-2.4753100522500002,19.57776451,1.245694585,128.3333333
Paraguay,1956,39.50331403666667,6.51,-9.0,27.759041072499997,66.82857186285715,193680.0,1149.680271853846,48.549729715,3.7117100353999994,32.59576553461538,2006.1816079999999,0.0,63.6,12.498785285166667,4.62260718875,63.051,91.78195443,96.78578817,4.223,278.277170933,11.202039111,-5.723153562076923,9.399675333333333,2.7678052660000003,198.0
Peru,1956,15.337890625,6.857,5.0,17.929259096666666,57.72857121,692130.0,2090.777497538462,84.75226321,3.4378758952,19.13769968153846,4157.3004789999995,35.26,151.1,58.920698155333326,11.99816579775,45.504,87.6698485,96.75562539,6.926,193.71590576999998,13.410746554,-0.9894850989230771,15.75574398,1.5439798830000002,6317.666667
Philippines,1956,34.54083732666666,7.334,5.0,29.714601770833337,56.442856924285714,71170.0,970.2657374000003,16.9758326225,59.50495266200001,31.13693690384615,1513.2765769999999,34.224999999999994,77.2,11.444814917666667,3.3754569192500004,56.604,90.44579849,94.87651111666666,75.766,110.18030714999999,14.126283302,-2.7890468137692306,9.119969493333334,1.955033002,6259.0
Poland,1956,61.12774015416667,3.425,-7.0,29.699046608000003,77.32857295428572,90590.0,4456.940822,333.440699275,3.4826934828,32.252340894,4576.687377,26.48,71.0,14.196172779200001,18.8759037482,64.688,99.61789,99.99986,85.539,361.01446844538464,16.999762625,-2.5532942862,13.210867222222221,-0.463315473,166554.6667
Portugal,1956,42.505668495,3.111,-9.0,24.897151859999997,69.78571373999999,34200.0,7322.521533923077,1014.7579776499999,5.775806542999999,31.546024293846152,3639.99042,0.0,87.8,8.800037111833333,18.7226900788,61.24,0.0,0.0,94.853,526.1224047153846,20.549649115,-7.463820141615385,7.039351,0.596816838,7172.0
PuertoRico,1956,46.29838406583334,4.906000000000001,0.0,63.83330802166665,44.14285687142857,4640.0,10512.405077923078,0.0,0.0,79.30337220076923,3738.9668079999997,0.0,55.0,4.6442989397500005,17.666452913249998,66.994,88.64091766,91.22140511,255.15200000000002,0.0,0.0,-16.356621784307695,0.0,-0.355529339,0.0
Qatar,1956,5.076215128166667,6.971,-10.0,56.5039608675,42.19999994571429,0.0,31882.436433333332,887.37510235,0.0077536624,29.8673573025,11932.81362,0.0,25.641666666666676,17.114503855,17.6988782155,58.04,91.476061105,95.80385101,3.408,4529.676826333333,21.06702268,27.129930835,19.76734543,1.5604029990000001,506.0
Romania,1956,64.02820905333333,2.8672566369999997,-7.0,31.106955411999998,78.57142966142858,63660.0,2015.4119711249998,166.20981993,3.7933941865999996,39.89495308800001,3829.4396850000003,21.884999999999998,82.0,45.47341826285714,12.859929502249999,62.387,96.70998266,99.10746203,74.194,282.96861855,15.094871845,-8.787997679400002,14.3535275,-0.696653895,40817.33333
RussianFederation,1956,13.263462462000001,2.86,-7.0,39.636789572000005,88.42857142714286,8092690.0,2154.9018302,162.33669919750002,11.28271169425,27.674974756,6291.566099000001,27.46,21.62727272727273,322.43204148800004,8.442935415200001,66.165,0.0,0.0,6.629,890.257405,14.526046605,11.9618148192,21.048542857142856,-0.634915663,1728385.2666000002
Rwanda,1956,68.17659775833334,8.118,-5.5,10.065699141083334,94.42857142857143,3440.0,234.8673445461538,9.1473050625,9.12568675,20.170943147692302,532.7615923999999,37.8,140.6,6.71908425825,1.24864226875,41.056000000000004,64.88859517,77.62033288,93.304,0.0,9.048258736000001,-9.741064786230769,38.68658447,2.8888262730000003,466.5833333391667
SaintHelena,1956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1709.7176100000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SaintKittsandNevis,1956,43.26923076916666,0.0,0.0,0.0,0.0,110.0,0.0,0.0,0.47906393475000003,73.31097265125,2386.443126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.880541606666664,-22.869318776624997,13.59305668,0.0,0.0
SaintLucia,1956,29.371584701666674,6.797999999999999,0.0,0.0,54.72857121,470.0,0.0,0.0,8.142089697600001,74.051310885,1779.981425,0.0,0.0,0.0,0.0,54.205,0.0,0.0,0.0,0.0,0.0,-13.259849047625,18.64307404,0.0,0.0
SaintVincentandtheGrenadines,1956,28.418803420000007,7.372999999999999,0.0,0.0,54.22857175571429,260.0,0.0,0.0,0.01044355125,71.11171041875,1992.3624140000002,0.0,0.0,0.0,0.0,53.722,0.0,0.0,0.0,0.0,22.076361564000003,-18.486180586375,8.782874107,0.0,0.0
SaintPierreetMiquelon,1956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Samoa,1956,26.354534747499997,7.632999999999999,0.0,33.3109564075,56.399999890000004,1710.0,1388.948945,85.7291733475,0.33015856749999994,54.572656505000005,2983.0792899999997,0.0,31.639999999999997,8.632017806714286,2.891179086333333,47.733000000000004,98.55447,99.38201,34.283,0.0,0.0,-21.105955650000002,8.599116325,-0.811190658,11.0
SanMarino,1956,16.666666670000005,0.0,0.0,0.0,0.0,0.0,21620.521103000003,2591.4159275,0.0,0.0,11750.016109999999,0.0,5.124999999999999,7.750434401999999,38.828478384,0.0,0.0,0.0,230.23,0.0,21.48151214,0.0,9.910824776,0.628985541,0.0
SaoTomeandPrincipe,1956,43.9236111125,6.187,0.0,14.937608258000003,52.25714329428571,270.0,543.9990392999999,27.9005064025,0.044979683,0.0,868.2120919,0.0,57.37692307692308,17.421633036499998,11.147123168666667,48.09,69.53638509,80.20315973,61.978,0.0,0.0,0.0,30.70319366,2.8921505830000003,7.333333333
SaudiArabia,1956,56.46678513416666,7.165,-10.0,49.57042907181819,22.171428679999998,9770.0,10440.483301727274,270.84588225000005,0.4696504588,29.722312033636367,8042.357973,0.0,52.11666666666667,10.056550386400001,12.117989365,43.652,77.67677863666667,93.20615255,1.686,2258.8629464285714,0.0,19.84811703827273,26.34977531,1.879725902,1631.666667
Senegal,1956,46.13090600666666,6.7620000000000005,-0.8461538461538461,25.416208514166673,68.05714089428572,88980.0,528.913630623077,17.08497357,4.956678552500001,33.353753346153844,1544.672693,0.0,128.5,3.3027168321666664,3.85030742125,37.001,26.86885372,37.8661034,13.972999999999999,25.273146095999998,15.19017634,-8.60086804676923,27.43566132,2.925070602,3010.944444475
Serbia,1956,57.80928424,2.853,-7.0,26.14243571,0.0,24600.0,946.19067476,184.85035343750002,0.0,49.41261422333333,4307.014876,0.0,16.475,34.066127263333335,35.208841414999995,60.833,0.0,0.0,82.596,1433.8196238,23.11100986,-23.270178513333335,7.464359,0.085207466,52022.66667
Seychelles,1956,9.963768117166667,4.93,0.0,75.99607211111112,0.0,410.0,4625.943990923077,338.81310179999997,1.2958839690000001,82.26932847666666,5135.942814999999,0.0,78.0,9.699871814916666,17.9803597035,58.739,0.0,0.0,86.4,0.0,27.977149815,-5.708244835,10.57620716,0.107327613,242.91666667216668
SierraLeone,1956,39.875965745,5.849,-1.4166666666666667,21.793848802499998,81.00000109,29220.0,245.2857327923077,3.5339049449999997,27.64816666,28.359915509166672,981.9676148,0.0,218.2833096,21.84971715758333,0.14344201075000002,29.528000000000002,34.82679013,47.92760841,28.697,0.0,9.8517456826,-6.566066707833333,57.27065659,0.432911145,179.66666669999998
Singapore,1956,7.960199005,6.537999999999999,-1.0769230769230769,174.6339311363636,57.242856162857144,20.0,13503.988304999999,353.36355994999997,53.91320377999999,168.25491722727273,3204.489283,0.0,47.2,2.4330007796666666,34.715082105,63.095,87.72772545999999,97.896357595,2010.411,851.7724859399999,14.653010746000001,5.699587538909091,12.155257454545454,1.250537347,29925.076923769233
SlovakRepublic,1956,45.504158005,3.3289999999999997,-7.0,64.04339522833334,88.9142848414286,19210.0,5671.672014999999,443.776838025,4.3875551315,68.08417838666666,5797.4961969999995,19.02333333333333,14.930000000000001,5.9158137113333344,32.47175587025,68.37,0.0,0.0,78.211,676.31578763,14.667679075,-4.0594690185,13.996662500000001,-0.24343964399999998,40251.933334
Slovenia,1956,25.729890763999997,2.386,-7.0,58.33995781000001,83.85714285714286,12330.0,10200.1324814,980.914147225,4.8601258056,58.73776043400001,5068.952405,24.64,10.319999999999999,46.416622348800004,29.7128043245,67.301,99.65247,99.82696999999999,76.16199999999999,1377.8642227999999,19.98232139,-0.39780262519999987,17.235136,-0.053142901,14904.999998000003
SolomonIslands,1956,2.3758485175,6.397,6.625,32.96498242571428,64.71428517142857,22680.0,1157.5972113,49.292811594999996,0.0,53.19694323142858,1086.131682,0.0,51.44285714285714,9.4339922792,1.099913266,47.158,0.0,0.0,3.637,0.0,0.0,-20.231960805714287,7.180696011,4.158892338,11.0
Somalia,1956,70.19505637583332,7.25,-1.0769230769230769,15.605030725428572,54.642857142857146,75150.0,0.0,2.6139224050000003,0.0,35.6553645725,1236.833051,0.0,97.57999999999998,40.80619926514286,0.5544129165,35.393,0.0,0.0,4.042,0.0,0.0,-20.411555631625,20.17230034,-0.6260985020000001,69.66666667
SouthAfrica,1956,80.06352565416667,6.232,4.0,27.79710629916666,59.842856815714285,69330.0,3095.1362650769233,138.318348335,6.0562150272,25.435754163076922,5370.008789,44.93,47.82727272727273,10.395467303666665,4.68341998,47.222,79.30129651,89.53550167,12.907,578.48083921,25.74093117,2.566310054846155,43.51369095,1.86232644,87336.33333
SouthSudan,1956,0.0,6.685,0.0,67.26265938,0.0,0.0,0.0,0.0,0.0,0.0,1854.124459,0.0,122.83333333333336,0.0,0.0,29.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.232740125,0.0
Spain,1956,61.54194426083333,2.657,-7.0,18.491890253333334,49.557142802857136,169880.0,9957.238461538462,1320.856507375,7.067362649666667,19.514984620692307,4462.540356,26.61201267,59.8,7.275814054416667,23.6319174766,66.82,97.63060774,99.56430812,57.963,685.1921037307692,13.6221139975,-1.8046675432307693,5.89878,0.33818987100000003,42383.0
SriLanka,1956,37.39169723333333,5.876,7.0,29.136682581666673,46.72857120857143,20820.0,571.4862687230769,20.05137495,1.4813819296666668,37.06855835692308,1084.424793,29.17,80.4,11.37750252025,2.005672631,57.4,90.55795051,97.98180225,139.721,65.931234799,15.230043341999998,-7.88489715976923,3.441095,-0.6852696709999999,1419.0
Sudan,1956,50.38373316583333,6.6370000000000005,8.0,12.639947030083333,32.08571379285714,704910.0,312.3228787846154,11.43144571,1.10079083,17.064102229307693,1844.530025,0.0,112.6,29.326499474333332,2.7443366617500002,46.369,61.34587311,78.15558788,4.198,22.4478138971,0.0,-4.5041219962307695,50.11398697,1.76125371,898.3333332999998
Suriname,1956,0.45352564116666666,6.566,2.4444444444444446,42.36359085636364,49.04285757857143,147760.0,2211.071203,105.30437416000001,5.51639072675,49.89189510916666,3650.526282,0.0,30.78,17.818174226777774,7.46719129075,57.981,92.10949768,97.14877977,1.571,0.0,0.0,-6.4945828917499995,30.96791267,1.1908643840000002,341.0
Swaziland,1956,76.64728682249999,6.693,-7.818181818181818,67.87419034166668,75.20000021857143,5180.0,1171.96841905,66.3414588,0.2532991415,74.36039388461538,1228.312196,0.0,147.3,11.703235159000002,3.03588709725,42.901,68.492869545,83.657843505,18.16,0.0,24.30881783,-7.99238118876923,30.68395805,-0.5215529729999999,3.666666667
Sweden,1956,8.520576432499999,2.306,10.0,33.93058359,86.97142900571428,273890.0,21284.64301384615,2776.86831875,15.828063909999997,30.35696259153846,10896.493209999999,22.18160205,17.5,4.831516546333333,46.01780049400001,72.66,0.0,0.0,16.232,3173.1689939076923,21.9329792125,2.7334121843076926,12.74581,0.09399852199999999,43417.0
Switzerland,1956,46.24791666666666,2.356,10.0,37.977971159000006,68.70000021714286,11940.0,33508.51892375,2913.0297045,19.875315336666667,34.40582051727272,17501.931959999998,25.90952158,24.6,1.8443955907142853,39.848005582999996,70.21,0.0,0.0,121.758,1599.4049283846155,9.9640137392,3.376394033,18.35566,-0.6710019420000001,17079.33333
Taiwan,1956,0.0,6.51,-8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1737.3654239999998,0.0,33.0,0.0,0.0,62.5,0.0,0.0,0.0,944.7267257999999,0.0,0.0,0.0,0.0,7692.666667
Tajikistan,1956,32.900828808,6.149,-7.0,49.21684019833333,78.14285714428571,4100.0,245.33281838333332,4.318696635,41.7450495,63.614524203333325,2742.0668379999997,26.4,76.10833333333333,175.9521037528333,2.968693167333333,54.496,99.45124826,99.84706266,12.829,378.6732994,8.762003091,-14.397683997,4.796921253,-0.672020312,3591.1333334
Thailand,1956,36.02308389833333,6.143,-3.0,36.74551456166667,83.35714285714286,190040.0,1208.4125704230769,67.028170995,27.447163496,36.36275019,810.6167293999999,35.15,115.8,4.185969951333333,6.536432092,53.097,90.31415232500001,97.42136787999999,47.302,193.326265166,16.18174351,-1.2378194542307694,24.31255722,1.4616001369999998,2621.666667
TimorLeste,1956,20.25891056,6.369,6.5,0.0,59.242857797142854,8540.0,348.5492054333333,29.994667462500004,0.0,0.0,817.1199623,0.0,86.27777777777777,4.396980306333333,0.16415625,31.719,0.0,0.0,31.485,0.0,0.0,0.0,16.56348419,0.775754625,183.33333334999998
Togo,1956,58.60452289,6.377000000000001,-5.153846153846154,39.857609489999994,56.95714296571428,4860.0,271.8325502846154,7.350623629999999,1.9315596894999998,43.46030155583333,913.1647992000001,0.0,172.4,4.338014136666668,0.9421858278,37.67,53.1775995,74.43957115,26.259,39.442440351,14.649336355,-4.6899181172499995,26.62271309,3.4254405510000003,40.33333333
Tokelau,1956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138.833,0.0,0.0,0.0,0.0,0.0,0.0
Tonga,1956,44.09722222166667,7.308,0.0,22.099232033333333,39.48571532142857,90.0,1754.5653124285716,99.82654649749999,0.0,57.794497694444445,1523.9728460000001,0.0,24.846153846153847,5.909998566714286,3.6653338347499997,59.925,99.24891582000001,99.56400873499999,86.72,0.0,0.0,-35.700095347777776,5.288154125,0.267527282,7.333333333
TrinidadandTobago,1956,15.968161142499996,5.3389999999999995,8.833333333333334,49.94413205,58.25714329428571,2340.0,5863.434937153846,218.28457119249998,0.6738762838000001,42.38028791692308,3881.042738,30.515,63.5,9.30275724375,17.48469051975,59.922,96.679094515,99.35555611999999,145.211,867.26027207,26.470000815,8.429103645692306,13.15195,-2.989864618,2882.0
Tunisia,1956,58.66750343166667,6.824,-6.615384615384615,35.68108052583333,24.19999994571429,8370.0,1695.4842387833332,89.55363607999999,3.2555582832,37.56004074,1472.7717480000001,31.62,69.45714285714286,4.935733104750001,9.621773070749999,39.966,66.68294291,88.4724542,24.013,155.277891272,19.758547926,-1.878960212666667,28.17096901,1.305704296,1562.0
Turkey,1956,50.5823144475,6.502000000000001,4.0,13.492637438333334,30.485714230000003,101460.0,3118.4293749230774,221.3860233075,2.2242231184000003,15.798663515,2523.458495,0.0,187.7,38.32158592891667,13.226102492749998,42.76,76.52991447,90.14728841499999,32.277,173.0779674238462,18.58659043,-3.183092296846154,12.11808968,1.976662415,14373.333330000001
Turkmenistan,1956,68.97665609599999,5.9270000000000005,-7.0,72.58705888,83.32857077285715,41270.0,765.4058898333333,40.692699385000004,4.952147411,58.88797149999999,4019.570271,21.51,61.25,669.7110729406667,0.8791120553333333,52.776,0.0,0.0,2.862,287.05095894,0.0,13.6990873806,13.0699204445,1.5317207590000002,38684.800001999996
TurksandCaicosIslands,1956,1.052631579,0.0,0.0,0.0,0.0,340.0,0.0,0.0,14.3893670795,0.0,3674.0633869999997,0.0,22.759999999999998,0.0,0.0,0.0,0.0,0.0,12.367,0.0,0.0,0.0,0.0,0.071887492,71.50000001749999
Tuvalu,1956,61.11111111333333,0.0,0.0,0.0,0.0,10.0,1395.523077,344.2652084,4.249648864,0.0,2039.9483079999998,0.0,36.95454545454546,7.9556723342,10.1208197925,0.0,0.0,0.0,217.615,0.0,0.0,0.0,13.25611019,1.0876769259999999,0.0
Uganda,1956,57.6351700775,6.928999999999999,-2.8333333333333335,16.05625600908333,88.17143031571428,38690.0,241.74116897142858,5.637434355,2.28598705175,21.277294819846155,763.1372031000001,32.345,145.3,42.566357738142855,2.19707767275,41.803000000000004,0.0,0.0,25.125,0.0,11.34543358,-4.353867703,35.31607056,3.753746428,264.0
Ukraine,1956,71.743799814,2.787,-7.0,48.042450234,88.15714263857141,95100.0,984.5852821499999,63.894654290000005,4.6756870655,47.243390994,3906.270521,22.61,17.763636363636362,315.9958902516667,3.80579713525,68.471,0.0,0.0,67.33,617.2531582200002,15.086378950000002,0.7990592430000001,15.142751999999998,-0.94879495,408276.73332
UnitedArabEmirates,1956,3.939393939250001,6.984,-8.0,71.296308955,33.457142420000004,3100.0,39873.73770444444,688.13597165,1.3544058876666665,61.419944555,4823.932666,0.0,40.15714285714286,7.02072931288889,29.282997646,47.895,0.0,0.0,0.96,4437.53577303,0.7039220740000001,9.876364398,29.01392555,4.7417414860000004,51864.15384871769
UnitedKingdom,1956,75.36959726583335,2.4019999999999997,10.0,25.23234658,71.55714307428572,27930.0,18254.64107846154,2026.4796207500003,25.057363805000005,25.826818816153846,11158.951809999999,0.0,24.7,6.289219397833333,35.013116662799995,70.48,0.0,0.0,211.62900000000002,1523.1627837,27.533746735,-1.0334157769999999,10.88631,0.135052699,574427.3333
UnitedStatesofAmerica,1956,46.32986526499999,3.654,10.0,8.893176268833333,72.51428440571429,3001950.0,25496.52632615385,2531.36179375,30.661257438,10.099973688999999,17783.272,29.85266373,27.8,3.5992865947500015,40.1079555456,69.71,0.0,0.0,18.092,3139.397353384615,10.15010007,-1.49816799,25.04031,0.9732985909999999,2854980.333
Uruguay,1956,85.46975583833334,2.805,8.0,20.419733127500002,66.27142879,14120.0,5429.955067538462,353.93119175,3.0987114415,20.042772054615384,6182.25544,32.72,55.3,47.204833611666665,17.263990166,66.785,97.472685015,98.774191025,13.735,585.9509618499999,17.075828526000002,-0.12576205307692298,7.507703,0.076066253,4026.0
Uzbekistan,1956,64.01128349800001,6.375,-7.0,32.608184002,81.54285648857142,32120.0,634.64989475,18.164556165,0.0,34.464225832,1426.134577,20.4,50.58,145.8797593908333,2.99652204525,57.266000000000005,98.64258347,99.87434931,16.736,285.94729956,0.0,-1.8560418317999996,11.8001368,0.745657338,116262.66666000002
Vanuatu,1956,11.901832102583333,7.439,0.0,43.194507400000006,83.81428636714284,4400.0,1338.86583275,52.638979882499996,0.355693163,53.24544372375001,1866.03624,0.0,114.7,5.255620495375,3.54522626725,44.037,78.12244,91.99186,4.641,0.0,19.79847395,-10.050936323375,7.808640003,3.496216783,68.44444444333334
Venezuela,1956,23.760085406666665,6.442,-3.0,27.602648252499993,46.499999998571425,491510.0,5530.267931384616,131.63074631,2.7046109110000005,20.65173157846154,8992.665165999999,36.91,69.0,26.459485688166666,7.6092951466,57.191,0.0,0.0,7.1,538.82213391,13.44400348,6.904013130076923,13.073,1.934258211,65061.333329999994
Vietnam,1956,23.361356933333337,6.002000000000001,-7.0,46.375103548999995,85.9428569242857,117250.0,365.6036275857142,10.9998433775,6.779599089,54.93068808833333,665.986811,31.63,41.121428571428574,81.01489951149999,8.032765633,56.255,90.15612936,94.83651428,96.56299999999999,106.65640573000002,0.0,-8.555584538833335,15.51379299,2.136190832,2911.333334
WallisetFutuna,1956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1833.3538899999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.825,0.0,0.0,0.0,0.0,0.0,23.833333335
WestBankandGazaStrip,1956,61.6832779625,7.308,0.0,15.755327150000001,14.228571347142857,90.0,1207.954356,0.0,0.0,71.23828722333333,1757.708914,0.0,32.99999999999999,5.5914225863333336,9.765444426,47.585,93.169313355,99.046019635,166.803,0.0,0.0,-55.48296007,0.0,2.997678565,1570.5555553333331
WesternSahara,1956,0.0,6.397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.858000000000004,0.0,0.0,0.086,0.0,0.0,0.0,0.0,0.0,184.799999993
Yemen,1956,0.0,0.0,0.0,32.91488526,0.0,0.0,533.0693347399999,15.040576125,0.0,0.0,0.0,0.0,65.01666666666667,21.55630887,1.96358611425,0.0,0.0,0.0,33.819,0.0,0.0,0.0,0.0,4.874375628,36.66666667
Zambia,1956,28.206818314166664,6.843,-1.9166666666666667,39.425842628333335,61.87142944285714,511340.0,455.45163079230775,20.965890025,1.4156077004999998,39.10176124076922,1289.239657,39.065,131.1,29.45685663633333,1.9409225877499998,43.52,0.0,0.0,3.6210000000000004,101.145792828,17.834992985,1.664126174538461,30.79485512,1.231698593,2968.1666666666665
Zimbabwe,1956,34.34147602416666,6.928999999999999,-1.6,29.675873804444443,76.58571297857144,188940.0,463.2905844,30.417327835000002,3.5600805441999994,33.915794616666666,500.89565430000005,0.0,101.3,2.514212953,4.5955672615,49.992,83.51257977,95.41135812,8.459,167.74481146999997,22.32692358,-4.239920811333333,40.26741791,0.988951605,10865.555555833334
Afghanistan,1960,58.19087336250001,7.671,-10.0,17.562746948,29.51428576857143,13500.0,0.0,2.679386285,0.0,7.024793471000001,2605.494668,0.0,245.0,13.211975018,0.8928244820000001,31.575,0.0,0.0,14.831,0.0,5.2259786880000005,-2.8925602130000003,34.5282402,4.892477691,414.3333333
AlandIslands,1960,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Albania,1960,41.88564476916667,6.186,-9.0,18.86336079125,71.5,7690.0,1154.008464375,54.308117644999996,1.3345676185,40.2454334,6661.028089,0.0,115.4,41.823389635285714,6.60667049325,62.293,95.93863978,98.83120696,56.023999999999994,530.48483326,13.350869729500001,-21.38207261,12.34991932,5.631799582999999,2024.0
Algeria,1960,17.5297961425,7.648,-5.916666666666667,29.990093561666658,29.185714448571424,15790.0,1280.384828,76.23031738750001,1.5008844656,67.14363183,11150.36604,32.67,144.7,12.517125390333334,3.826979825,46.136,0.0,0.0,4.534,241.41867424899996,45.25581817,-28.10045953,18.18716621,4.933702418999999,6160.0
AmericanSamoa,1960,20.833333333333332,0.0,0.0,0.0,0.0,180.0,0.0,0.0,0.0,0.0,15541.345080000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.709,0.0,0.0,0.0,0.0,1.900174557,0.0
Andorra,1960,44.50354609916668,0.0,0.0,0.0,0.0,160.0,17383.862581999998,1433.0207070000001,17.060038676666668,0.0,66888.83301,0.0,4.05,7.372056411700001,27.23584775575,0.0,0.0,0.0,28.583000000000002,0.0,0.0,0.0,12.65543461,0.542072112,513.333333325
Angola,1960,46.06761851166667,7.316,-4.111111111111111,70.32448791833333,78.48571450285714,597280.0,376.89352585,41.61213011,0.0,54.821592215,12018.61891,44.74,208.0,1022.5296971121666,1.2926590272499998,32.998000000000005,0.0,0.0,3.9810000000000003,73.496416355,0.0,15.152397338833334,68.28264618,4.89945784,550.0
Anguilla,1960,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13397.8939,0.0,0.0,0.0,0.0,0.0,95.40709812,99.11373708,64.429,0.0,0.0,0.0,0.0,0.0,45.222222223333326
